排名,会员简称,成交量,比上交易增减,date,contract,position_type,symbol
14,锦泰期货,469,247.0,2026-06-25,CY2609,成交量,CY
15,五矿期货,432,-277.0,2026-06-25,CY2609,成交量,CY
16,招商期货,361,95.0,2026-06-25,CY2609,成交量,CY
17,金瑞期货,353,152.0,2026-06-25,CY2609,成交量,CY
18,东方财富,288,116.0,2026-06-25,CY2609,成交量,CY
19,创元期货,247,128.0,2026-06-25,CY2609,成交量,CY
20,广发期货,245,200.0,2026-06-25,CY2609,成交量,CY
1,东证期货,3120,-154.0,2026-06-26,CY2609,成交量,CY
2,浙商期货,1161,470.0,2026-06-26,CY2609,成交量,CY
3,中信期货,1122,-127.0,2026-06-26,CY2609,成交量,CY
4,东吴期货,928,158.0,2026-06-26,CY2609,成交量,CY
5,南华期货,885,77.0,2026-06-26,CY2609,成交量,CY
6,国投期货,883,-215.0,2026-06-26,CY2609,成交量,CY
7,五矿期货,857,425.0,2026-06-26,CY2609,成交量,CY
8,中信建投,774,125.0,2026-06-26,CY2609,成交量,CY
9,宝城期货,769,-749.0,2026-06-26,CY2609,成交量,CY
10,国泰君安,748,22.0,2026-06-26,CY2609,成交量,CY
11,国海良时,742,-91.0,2026-06-26,CY2609,成交量,CY
12,海通期货,660,-196.0,2026-06-26,CY2609,成交量,CY
13,国信期货,590,-1112.0,2026-06-26,CY2609,成交量,CY
14,民生期货,565,450.0,2026-06-26,CY2609,成交量,CY
15,招商期货,442,81.0,2026-06-26,CY2609,成交量,CY
16,锦泰期货,376,-93.0,2026-06-26,CY2609,成交量,CY
17,弘业期货,348,-353.0,2026-06-26,CY2609,成交量,CY
18,创元期货,328,81.0,2026-06-26,CY2609,成交量,CY
19,永安期货,235,23.0,2026-06-26,CY2609,成交量,CY
20,金瑞期货,221,-132.0,2026-06-26,CY2609,成交量,CY
