排名,会员简称,成交量,比上交易增减,date,contract,position_type,symbol
9,永安期货,7904,-757.0,2026-06-26,UR2609,成交量,UR
10,五矿期货,7657,-1455.0,2026-06-26,UR2609,成交量,UR
11,广发期货,7557,-1773.0,2026-06-26,UR2609,成交量,UR
12,光大期货,6996,-1095.0,2026-06-26,UR2609,成交量,UR
13,浙商期货,6702,3427.0,2026-06-26,UR2609,成交量,UR
14,中粮期货,6404,196.0,2026-06-26,UR2609,成交量,UR
15,国信期货,5522,-861.0,2026-06-26,UR2609,成交量,UR
16,方正中期,5518,-511.0,2026-06-26,UR2609,成交量,UR
17,瑞达期货,5131,-2883.0,2026-06-26,UR2609,成交量,UR
18,国投期货,4967,-763.0,2026-06-26,UR2609,成交量,UR
19,国海良时,4805,3121.0,2026-06-26,UR2609,成交量,UR
20,华闻期货,4770,-494.0,2026-06-26,UR2609,成交量,UR
